,pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
7132,ANSL_56263,2018-07-15 00:00:00,2019-01-23 11:14:00,2.0,White,0.05,17.79,13,9,1.0,2
7133,ANSL_67919,2017-07-09 00:00:00,2017-08-15 13:17:00,2.0,Tortie,0.87,43.19,13,9,1.0,1
7134,ANSL_72842,2016-11-17 00:00:00,2017-02-03 18:34:00,0.0,Black,0.29,41.06,7,1,1.0,2
7135,ANSL_64205,2015-05-14 00:00:00,2017-08-04 18:02:00,1.0,White,0.3,26.91,0,1,0.0,2
7136,ANSL_62549,2016-10-27 00:00:00,2017-01-28 19:46:00,0.0,Orange Tabby,0.86,37.96,0,1,1.0,1
7137,ANSL_73685,2017-07-21 00:00:00,2017-12-16 00:00:00,2.0,White,0.41,37.72,13,9,0.0,2
7138,ANSL_76403,2015-04-05 00:00:00,2019-05-02 15:30:00,1.0,Black,0.08,44.72,0,8,0.0,1
7139,ANSL_73089,2011-10-01 00:00:00,2018-10-25 17:33:00,2.0,Black,0.53,49.99,18,4,1.0,2
7140,ANSL_58470,2017-07-04 00:00:00,2017-10-19 17:14:00,1.0,Orange Tabby,0.23,14.32,7,1,0.0,1
7141,ANSL_62467,2015-08-28 00:00:00,2016-09-19 09:00:00,2.0,Brown Tabby,0.23,8.18,16,9,1.0,1
7142,ANSL_56938,2018-03-19 00:00:00,2018-12-17 14:37:00,0.0,Black,0.51,33.1,0,1,1.0,2
7143,ANSL_53091,2014-06-04 00:00:00,2016-09-23 18:29:00,1.0,Brown,0.67,25.42,7,1,0.0,2
7144,ANSL_63078,2015-09-27 00:00:00,2017-10-18 09:00:00,1.0,Orange Tabby,0.4,26.51,16,9,0.0,1
7145,ANSL_71542,2018-07-08 00:00:00,2018-08-19 18:27:00,,Black,0.4,22.26,0,7,2.0,2
7147,ANSL_61016,2016-11-01 00:00:00,2017-01-21 14:07:00,2.0,Orange Tabby,0.16,23.54,13,9,0.0,1
7148,ANSL_74502,2013-06-17 00:00:00,2017-07-11 16:19:00,1.0,Brown Tabby,0.25,39.31,16,9,0.0,1
7149,ANSL_73876,2017-06-05 00:00:00,2018-06-12 17:35:00,1.0,Brown Tabby,0.14,18.41,0,1,0.0,1
7150,ANSL_65663,2018-01-21 00:00:00,2019-02-16 18:42:00,0.0,Brown Brindle,0.18,49.91,0,1,1.0,2
7151,ANSL_64135,2014-08-04 00:00:00,2016-09-03 12:54:00,0.0,Tricolor,0.94,20.43,0,1,1.0,2
7152,ANSL_70799,2018-06-21 00:00:00,2018-07-19 15:45:00,2.0,Black,0.42,32.53,13,9,0.0,1
7153,ANSL_72656,2017-01-11 00:00:00,2017-10-08 00:00:00,0.0,Sable,0.9,9.57,13,9,1.0,2
7154,ANSL_65351,2017-05-03 00:00:00,2018-05-23 17:47:00,,Red,0.21,26.1,0,4,2.0,4
7155,ANSL_51916,2018-03-20 00:00:00,2018-06-05 17:06:00,1.0,Tan,0.76,36.01,7,1,0.0,2
7156,ANSL_50918,2018-04-30 00:00:00,2018-10-24 17:22:00,1.0,Black,0.4,43.05,0,1,0.0,2
7157,ANSL_72801,2017-05-09 00:00:00,2018-06-05 18:17:00,1.0,Chocolate,0.53,18.66,0,1,0.0,2
7158,ANSL_76428,2018-04-06 00:00:00,2019-05-02 18:39:00,0.0,Brown,0.98,44.34,0,1,1.0,2
7159,ANSL_59010,2014-09-05 00:00:00,2016-10-04 18:13:00,0.0,Chocolate,0.5,27.39,0,1,1.0,2
7160,ANSL_71965,2018-11-29 00:00:00,2019-03-08 11:42:00,0.0,Torbie,1.0,34.63,0,1,1.0,1
7161,ANSL_69634,2016-09-01 00:00:00,2016-11-22 11:40:00,2.0,Black,0.14,28.4,13,9,0.0,2
7162,ANSL_56388,2009-12-19 00:00:00,2017-01-09 16:18:00,0.0,Black,0.48,6.17,0,7,1.0,2
7163,ANSL_62127,2017-12-27 00:00:00,2018-07-17 14:04:00,0.0,Black,0.36,28.98,0,7,1.0,2
7164,ANSL_74494,2009-11-06 00:00:00,2017-12-01 14:56:00,2.0,Brown Tabby,0.94,44.18,13,9,0.0,1
7165,ANSL_58594,2015-08-26 00:00:00,2017-09-18 15:10:00,2.0,White,0.71,19.44,13,9,0.0,2
7166,ANSL_63616,2016-08-05 00:00:00,2016-12-02 16:17:00,0.0,Tortie,0.46,34.15,0,1,1.0,1
7167,ANSL_54404,2017-12-03 00:00:00,2018-04-27 17:53:00,1.0,Black,0.52,45.52,0,1,0.0,1
7168,ANSL_57101,2017-02-24 00:00:00,2017-11-27 00:00:00,1.0,Black,0.22,45.86,0,1,0.0,2
7169,ANSL_58449,2014-08-07 00:00:00,2016-09-06 18:45:00,1.0,White,0.11,14.2,0,7,0.0,2
7170,ANSL_52066,2013-02-09 00:00:00,2017-03-20 15:38:00,2.0,Black,0.11,42.33,1,4,0.0,2
7171,ANSL_63842,2014-05-18 00:00:00,2016-08-04 17:39:00,1.0,White,0.66,28.64,0,1,0.0,2
7172,ANSL_60887,2014-10-06 00:00:00,2018-05-21 11:45:00,1.0,Brown Tabby,0.68,39.66,0,7,0.0,1
7173,ANSL_66755,2013-03-23 00:00:00,2018-04-13 18:47:00,0.0,Tan,0.36,10.24,0,1,1.0,2
7174,ANSL_59043,2014-12-30 00:00:00,2016-10-21 19:04:00,0.0,Brown Brindle,0.26,26.8,0,1,1.0,2
7175,ANSL_72865,2016-01-25 00:00:00,2017-07-15 12:02:00,0.0,Brown Tabby,0.53,46.98,13,9,1.0,1
7176,ANSL_55139,2017-06-21 00:00:00,2018-07-27 18:42:00,0.0,Black,0.66,20.66,0,1,1.0,2
7177,ANSL_72545,2016-08-16 00:00:00,2016-11-10 19:08:00,1.0,Black,0.91,27.18,0,1,0.0,2
7178,ANSL_60351,2013-11-22 00:00:00,2018-12-12 14:02:00,2.0,Black,0.67,28.02,0,7,1.0,2
7179,ANSL_52392,2016-07-25 00:00:00,2016-12-19 08:10:00,1.0,Brown Tabby,0.22,43.32,7,1,0.0,1
7181,ANSL_52220,2015-02-03 00:00:00,2016-08-24 15:30:00,2.0,Black,0.76,47.24,0,7,0.0,2
7182,ANSL_68235,2010-08-23 00:00:00,2016-09-28 18:23:00,0.0,White,0.75,12.11,13,9,1.0,2
7183,ANSL_52897,2015-10-05 00:00:00,2017-11-22 12:27:00,0.0,Torbie,0.32,45.38,0,1,1.0,1
7184,ANSL_54223,2016-11-24 00:00:00,2017-12-22 18:59:00,1.0,Tan,0.39,5.44,0,1,0.0,2
7185,ANSL_53536,2016-04-18 00:00:00,2016-07-28 19:11:00,1.0,Brown,0.79,46.31,0,1,0.0,2
7186,ANSL_75377,2018-03-20 00:00:00,2019-04-07 12:03:00,,Gray,0.89,27.76,11,4,2.0,4
7187,ANSL_66312,2014-02-18 00:00:00,2016-09-19 17:23:00,1.0,Black,0.31,13.04,0,1,0.0,2
7188,ANSL_60469,2016-09-04 00:00:00,2016-10-13 13:59:00,2.0,Black,0.9,40.39,13,9,1.0,1
7189,ANSL_57054,2016-09-29 00:00:00,2018-10-20 11:28:00,1.0,White,0.96,49.33,0,7,0.0,2
7190,ANSL_69112,2014-07-16 00:00:00,2018-08-11 12:32:00,0.0,Brown,0.41,44.83,0,1,1.0,2
7191,ANSL_65547,2018-08-19 00:00:00,2018-11-26 07:13:00,0.0,Lynx Point,0.31,10.36,7,1,1.0,1
7192,ANSL_63708,2013-07-31 00:00:00,2016-09-13 18:54:00,0.0,Buff,0.77,42.62,0,7,1.0,2
7193,ANSL_61307,2016-08-04 00:00:00,2016-10-25 17:49:00,1.0,Brown Tabby,0.54,30.79,0,1,0.0,1
7194,ANSL_56454,2013-10-13 00:00:00,2016-12-01 16:35:00,0.0,White,0.46,46.16,0,1,1.0,2
7195,ANSL_69566,2017-11-07 00:00:00,2018-04-30 16:03:00,0.0,White,0.3,18.29,0,1,1.0,1
7196,ANSL_54333,2014-10-28 00:00:00,2017-01-12 13:10:00,0.0,Tan,0.63,21.52,0,1,1.0,2
7197,ANSL_67606,2016-10-21 00:00:00,2018-11-15 18:56:00,0.0,White,0.92,25.93,0,1,1.0,2
7198,ANSL_76509,2019-03-07 00:00:00,2019-05-04 00:00:00,2.0,Brown,0.28,26.04,13,9,0.0,2
7199,ANSL_74993,2017-09-06 00:00:00,2018-10-07 17:23:00,1.0,Black,0.84,8.73,0,1,0.0,2
7200,ANSL_60103,2008-06-07 00:00:00,2017-06-29 17:08:00,0.0,Black,0.19,36.07,0,7,1.0,2
7201,ANSL_63940,2015-10-19 00:00:00,2017-11-10 11:36:00,2.0,Tan,0.66,9.35,0,7,0.0,2
7202,ANSL_64140,2018-04-15 00:00:00,2019-01-06 18:43:00,2.0,White,0.85,24.91,0,7,1.0,2
7203,ANSL_60870,2017-02-12 00:00:00,2018-09-19 12:53:00,1.0,Brown Tabby,0.7,29.39,13,9,0.0,1
7204,ANSL_69928,2016-04-06 00:00:00,2016-12-16 17:57:00,0.0,Black,0.53,44.14,0,1,1.0,2
7205,ANSL_60858,2016-11-17 00:00:00,2017-03-07 07:42:00,0.0,Tortie,0.66,31.4,7,1,1.0,1
7206,ANSL_57097,2018-01-01 00:00:00,2019-01-22 15:57:00,2.0,Black,0.46,9.4,0,7,0.0,2
7207,ANSL_62828,2014-11-19 00:00:00,2016-12-11 16:05:00,0.0,Blue,0.28,35.59,0,7,1.0,2
7208,ANSL_76547,2019-02-11 00:00:00,2019-05-05 16:08:00,1.0,Tricolor,0.15,37.83,7,1,0.0,2
7209,ANSL_51872,2018-10-09 00:00:00,2019-01-05 04:51:00,1.0,Black,0.48,13.86,0,1,0.0,1
7210,ANSL_75632,2016-01-02 00:00:00,2019-03-13 16:59:00,0.0,Black,0.45,44.32,0,1,1.0,2
7211,ANSL_61680,2012-10-06 00:00:00,2017-10-27 11:32:00,0.0,Brown,0.03,14.21,0,7,1.0,2
7212,ANSL_74265,2016-11-03 00:00:00,2018-06-05 17:11:00,0.0,Black,0.5,42.8,0,1,1.0,2
7213,ANSL_57504,2016-08-07 00:00:00,2016-09-30 17:17:00,2.0,Blue Tabby,0.98,42.47,9,2,0.0,1
7214,ANSL_61609,2014-02-16 00:00:00,2017-12-29 12:14:00,0.0,Brown,0.36,32.76,0,7,1.0,2
7215,ANSL_65711,2019-01-01 00:00:00,2019-03-21 18:28:00,1.0,Black,0.1,38.99,0,1,0.0,2
7216,ANSL_63961,2010-09-01 00:00:00,2016-10-04 16:39:00,0.0,Black,0.72,9.87,13,9,1.0,1
7217,ANSL_55327,2016-07-09 00:00:00,2017-08-06 18:36:00,0.0,Brown,0.91,46.11,0,1,1.0,2
7218,ANSL_68386,2017-04-09 00:00:00,2017-07-04 17:44:00,1.0,Brown,0.26,12.38,0,1,0.0,2
7219,ANSL_55141,2015-05-24 00:00:00,2016-12-17 17:53:00,0.0,Brown Tabby,0.06,16.07,0,1,1.0,1
7220,ANSL_73441,2018-06-20 00:00:00,2018-09-14 17:31:00,1.0,White,0.44,22.43,0,1,0.0,2
7221,ANSL_73741,2018-05-25 00:00:00,2018-08-01 06:34:00,2.0,Chocolate,0.51,43.76,13,9,0.0,2
7222,ANSL_56476,2016-05-08 00:00:00,2016-08-15 18:47:00,0.0,Black,0.37,49.29,0,1,1.0,2
7223,ANSL_59057,2017-05-06 00:00:00,2018-05-31 14:39:00,2.0,Brown Tabby,0.18,22.05,13,9,0.0,1
7224,ANSL_55848,2017-06-12 00:00:00,2017-12-03 17:23:00,0.0,White,0.07,13.0,0,1,1.0,1
7226,ANSL_67665,2017-06-26 00:00:00,2017-10-06 18:19:00,1.0,Brown Tabby,0.07,14.5,0,1,0.0,1
7227,ANSL_59270,2018-10-16 00:00:00,2019-03-07 16:23:00,0.0,Tortie,0.04,18.88,0,1,1.0,1
7228,ANSL_59845,2018-10-25 00:00:00,2019-03-21 17:54:00,0.0,Tan,0.68,13.89,0,1,1.0,2
7229,ANSL_51687,2016-11-19 00:00:00,2017-12-19 18:57:00,0.0,Black,0.23,23.02,0,1,1.0,2
7230,ANSL_62616,2016-08-04 00:00:00,2017-02-02 15:01:00,0.0,Black,0.79,16.55,0,1,1.0,2
7231,ANSL_56912,2015-09-13 00:00:00,2016-10-05 18:55:00,2.0,Buff,0.14,31.54,0,1,0.0,2
7232,ANSL_57413,2016-09-23 00:00:00,2018-10-17 15:49:00,2.0,Tortie,0.47,39.98,17,9,1.0,1
7233,ANSL_62584,2011-12-25 00:00:00,2018-07-09 11:04:00,0.0,Tortie,0.73,39.89,0,7,1.0,1
7234,ANSL_53548,2015-01-23 00:00:00,2017-02-18 18:29:00,0.0,Buff,0.36,44.33,0,1,1.0,2
7235,ANSL_69737,2012-08-11 00:00:00,2016-09-06 15:44:00,2.0,Orange Tabby,0.7,12.33,18,4,0.0,1
7236,ANSL_62820,2016-11-22 00:00:00,2018-12-20 15:51:00,1.0,White,0.38,23.11,0,1,0.0,2
7237,ANSL_68506,2016-12-02 00:00:00,2019-03-13 17:11:00,0.0,Torbie,0.04,17.04,0,1,1.0,1
7238,ANSL_61178,2015-03-22 00:00:00,2018-04-18 13:48:00,2.0,Black,0.35,17.87,13,9,0.0,2
7240,ANSL_58583,2016-05-10 00:00:00,2018-07-26 17:21:00,0.0,Fawn,0.99,10.18,0,1,1.0,2
7241,ANSL_68894,2016-10-23 00:00:00,2016-12-29 15:30:00,2.0,Lynx Point,0.84,41.95,13,9,1.0,1
7242,ANSL_74201,2016-08-18 00:00:00,2017-09-13 14:20:00,2.0,Brown,0.24,20.47,13,9,0.0,2
7243,ANSL_65043,2012-08-22 00:00:00,2016-09-13 12:37:00,0.0,Black,0.91,28.39,0,7,1.0,2
7244,ANSL_69510,2017-11-12 00:00:00,2018-12-05 12:58:00,2.0,Black,0.51,44.98,13,9,0.0,2
7245,ANSL_50652,2013-12-19 00:00:00,2019-02-02 18:54:00,2.0,Black,0.78,10.91,0,7,1.0,2
7246,ANSL_57244,2017-07-31 00:00:00,2017-10-16 18:02:00,0.0,Black,0.11,15.44,7,1,1.0,2
7247,ANSL_54725,2015-05-01 00:00:00,2016-10-03 16:40:00,2.0,Brown Brindle,0.29,48.13,0,7,1.0,2
7248,ANSL_50811,2003-12-13 00:00:00,2018-04-16 18:36:00,1.0,White,0.46,37.75,0,7,0.0,2
7249,ANSL_56079,2015-06-01 00:00:00,2017-06-22 16:39:00,,Brown,0.87,33.11,15,4,2.0,4
7250,ANSL_64097,2013-09-03 00:00:00,2018-10-04 18:36:00,1.0,Black,0.23,13.02,0,1,0.0,2
7251,ANSL_66599,2007-10-30 00:00:00,2016-11-22 16:56:00,0.0,Buff,0.49,13.11,0,7,1.0,2
7252,ANSL_62253,2016-06-28 00:00:00,2017-02-26 17:07:00,1.0,Red,0.67,15.77,0,7,0.0,2
7253,ANSL_54176,2014-10-03 00:00:00,2017-10-26 13:12:00,1.0,Tan,0.1,34.3,0,7,0.0,2
7254,ANSL_54193,2016-12-15 00:00:00,2018-01-05 09:00:00,0.0,Calico,0.5,11.56,16,9,1.0,1
7255,ANSL_62183,2016-07-03 00:00:00,2016-08-07 16:45:00,,Blue Tabby,0.64,36.66,13,9,2.0,1
7256,ANSL_69087,2016-12-05 00:00:00,2017-12-29 11:46:00,1.0,White,0.04,12.76,13,9,0.0,2
7257,ANSL_57719,2016-08-13 00:00:00,2018-09-08 13:38:00,0.0,Calico,0.59,41.36,0,1,1.0,1
7258,ANSL_66671,2014-12-19 00:00:00,2017-10-22 16:56:00,1.0,Black,0.31,40.44,0,1,0.0,2
7259,ANSL_69300,2011-04-21 00:00:00,2018-05-12 15:46:00,2.0,Brown Brindle,0.79,32.4,0,7,0.0,2
7260,ANSL_61240,2012-06-03 00:00:00,2018-08-13 09:02:00,0.0,Black,0.48,47.1,13,9,1.0,2
7261,ANSL_74210,2018-08-20 00:00:00,2018-11-08 16:16:00,2.0,Brown Tabby,0.24,44.08,0,1,1.0,1
7262,ANSL_62960,2014-12-04 00:00:00,2016-12-04 13:51:00,2.0,Sable,0.19,23.67,0,7,0.0,2
7263,ANSL_50143,2016-08-25 00:00:00,2017-09-20 14:28:00,1.0,Brown,0.95,22.13,0,1,0.0,1
7264,ANSL_73458,2015-03-09 00:00:00,2017-04-08 11:37:00,1.0,Buff,0.27,40.51,0,1,0.0,2
7265,ANSL_65164,2015-03-31 00:00:00,2018-05-28 14:06:00,1.0,Red,0.32,33.56,0,7,0.0,2
7266,ANSL_71820,2016-01-06 00:00:00,2017-02-03 00:00:00,0.0,White,0.0,42.41,0,1,1.0,2
7267,ANSL_72847,2012-11-21 00:00:00,2016-12-22 08:58:00,1.0,Buff,0.43,27.49,13,9,0.0,2
7268,ANSL_71947,2015-08-04 00:00:00,2017-10-13 16:38:00,0.0,Cream,0.36,41.35,0,1,1.0,2
7269,ANSL_70641,2004-09-23 00:00:00,2016-10-13 16:20:00,2.0,Yellow,0.21,41.59,18,4,1.0,2
7270,ANSL_57047,2017-01-01 00:00:00,2019-01-22 17:53:00,2.0,Brown Tabby,0.07,6.17,18,4,0.0,1
7271,ANSL_72140,2005-10-05 00:00:00,2016-11-02 14:45:00,1.0,White,0.68,23.23,13,9,0.0,2
7272,ANSL_56096,2014-11-14 00:00:00,2017-12-09 11:18:00,1.0,Chocolate,0.18,41.66,13,9,0.0,2
7273,ANSL_53111,2015-12-13 00:00:00,2018-01-02 11:01:00,2.0,Black,0.85,16.87,18,4,0.0,1
7274,ANSL_63437,2016-06-25 00:00:00,2016-07-30 18:00:00,,Lynx Point,0.86,35.01,13,9,2.0,1
7275,ANSL_68481,2014-03-12 00:00:00,2017-04-25 10:26:00,2.0,Brown,0.3,44.46,13,9,1.0,2
7276,ANSL_59988,2017-01-02 00:00:00,2019-01-25 09:56:00,,Brown,0.7,20.44,15,4,2.0,4
7277,ANSL_64408,2014-01-08 00:00:00,2017-03-31 18:55:00,0.0,Tricolor,0.74,7.04,0,7,1.0,2
7278,ANSL_63631,2016-06-21 00:00:00,2017-07-16 17:38:00,1.0,Brown,0.56,33.89,0,1,0.0,2
7279,ANSL_63930,2016-10-13 00:00:00,2016-11-17 19:01:00,,Black,0.11,13.7,13,9,2.0,1
7280,ANSL_58268,2015-10-12 00:00:00,2016-11-02 09:00:00,2.0,Lynx Point,0.53,44.58,16,9,1.0,1
7281,ANSL_51203,2004-01-02 00:00:00,2019-01-23 12:53:00,,Brown,0.32,47.52,18,4,2.0,2
7282,ANSL_57738,2015-08-25 00:00:00,2017-09-18 17:03:00,0.0,Red,0.74,11.1,0,7,1.0,2
7283,ANSL_64919,2015-05-16 00:00:00,2018-07-05 17:08:00,1.0,Brown Tabby,0.04,21.17,0,1,0.0,1
7285,ANSL_51518,2016-09-02 00:00:00,2017-10-05 11:07:00,2.0,White,0.34,27.93,0,7,1.0,2
7286,ANSL_75919,2017-03-10 00:00:00,2019-04-06 12:42:00,0.0,White,0.57,39.61,0,1,1.0,2
7287,ANSL_71921,2013-12-16 00:00:00,2019-02-14 14:27:00,1.0,Black,0.32,11.88,0,7,0.0,2
7288,ANSL_65229,2015-12-25 00:00:00,2017-07-26 16:03:00,0.0,Brown Tabby,0.89,43.18,0,1,1.0,1
7289,ANSL_72606,2017-03-06 00:00:00,2019-03-28 16:00:00,1.0,Tan,0.51,47.38,0,1,0.0,2
7290,ANSL_55355,2010-10-21 00:00:00,2017-11-12 10:45:00,2.0,White,0.94,17.37,9,2,0.0,2
7291,ANSL_61403,2016-08-13 00:00:00,2018-12-14 09:52:00,0.0,Black,0.75,10.54,13,9,1.0,2
7292,ANSL_56548,2015-09-28 00:00:00,2017-01-01 17:23:00,1.0,White,0.61,34.1,0,1,0.0,2
7293,ANSL_63835,2016-08-21 00:00:00,2017-09-23 14:26:00,1.0,Brown Tabby,0.52,45.06,0,7,0.0,1
7294,ANSL_75435,2018-09-12 00:00:00,2019-04-09 13:31:00,0.0,Black,0.62,7.87,0,1,1.0,2
7295,ANSL_57209,2016-09-12 00:00:00,2018-10-06 16:20:00,2.0,Brown Tabby,0.56,40.14,13,9,1.0,1
7296,ANSL_70334,2016-07-17 00:00:00,2018-03-10 12:34:00,0.0,Yellow,0.6,35.94,0,1,1.0,2
7297,ANSL_60006,2017-07-29 00:00:00,2017-11-09 13:51:00,0.0,Black,0.07,19.37,10,2,1.0,1
7298,ANSL_72729,2015-08-22 00:00:00,2017-09-12 15:50:00,2.0,Blue,0.74,14.64,18,4,1.0,1
7299,ANSL_61932,2006-10-05 00:00:00,2016-10-25 18:23:00,0.0,Black,0.95,31.43,0,7,1.0,2
7300,ANSL_63013,2016-02-10 00:00:00,2018-03-08 13:05:00,2.0,White,0.23,16.54,13,9,0.0,2
7301,ANSL_52819,2018-07-13 00:00:00,2018-11-04 14:51:00,0.0,Tortie,0.51,33.25,0,1,1.0,1
7302,ANSL_62050,2017-12-22 00:00:00,2019-01-13 18:32:00,2.0,Brown,0.28,10.61,0,7,0.0,2
7303,ANSL_54985,2015-09-03 00:00:00,2017-01-25 12:03:00,1.0,White,0.88,13.75,7,1,0.0,2
7304,ANSL_66839,2017-05-14 00:00:00,2018-02-07 18:45:00,1.0,Tan,0.22,13.57,0,1,0.0,2
7305,ANSL_53252,2016-07-22 00:00:00,2017-08-17 12:06:00,0.0,Brown,0.1,49.14,0,1,1.0,2
7306,ANSL_58202,2016-10-02 00:00:00,2017-11-04 11:33:00,1.0,Orange Tabby,0.03,48.11,0,1,0.0,1
7307,ANSL_55688,2017-03-29 00:00:00,2018-11-08 15:00:00,0.0,Brown,0.09,29.42,0,1,1.0,2
7308,ANSL_50609,2016-08-21 00:00:00,2017-09-15 17:35:00,0.0,White,0.32,49.77,0,1,1.0,2
7309,ANSL_53737,2016-09-30 00:00:00,2017-04-26 14:01:00,1.0,Brown Tabby,0.21,24.08,0,1,0.0,1
7310,ANSL_76723,2016-09-17 00:00:00,2019-05-09 17:27:00,1.0,Tan,0.22,8.8,13,9,0.0,2
7311,ANSL_73873,2017-04-03 00:00:00,2018-03-01 12:39:00,0.0,White,0.95,24.85,0,1,1.0,2
7312,ANSL_70926,2014-12-22 00:00:00,2017-08-24 14:26:00,2.0,Tan,0.44,31.68,13,9,0.0,2
7313,ANSL_56782,2016-10-20 00:00:00,2017-01-28 17:26:00,0.0,Black,0.02,27.78,0,1,1.0,1
7314,ANSL_60452,2003-05-25 00:00:00,2017-06-15 15:00:00,0.0,Black,0.43,42.28,0,7,1.0,2
7315,ANSL_64348,2018-07-21 00:00:00,2018-11-26 16:58:00,2.0,Torbie,0.65,38.76,13,9,1.0,1
7316,ANSL_76454,2018-04-07 00:00:00,2019-05-03 16:21:00,1.0,Brown,0.69,7.94,0,1,0.0,2
7317,ANSL_57447,2016-07-21 00:00:00,2016-09-02 15:41:00,,Blue,0.89,16.64,13,9,2.0,1
7318,ANSL_56752,2017-11-16 00:00:00,2018-03-19 11:37:00,1.0,Brown Tabby,0.56,40.65,0,1,0.0,1
7319,ANSL_63830,2014-11-14 00:00:00,2018-12-14 19:11:00,1.0,Blue Tabby,0.3,28.05,0,7,0.0,1
7320,ANSL_76418,2017-04-01 00:00:00,2019-05-02 16:42:00,2.0,Black,0.51,8.43,0,7,1.0,2
7321,ANSL_69131,2017-08-01 00:00:00,2018-08-26 17:56:00,1.0,Brown,0.75,38.39,0,1,0.0,2
7322,ANSL_70630,2017-07-03 00:00:00,2017-11-01 16:27:00,0.0,Calico,0.47,9.87,0,1,1.0,1
7323,ANSL_60071,2012-06-25 00:00:00,2018-05-04 00:00:00,0.0,Blue,0.03,9.95,7,1,1.0,2
7324,ANSL_65264,2016-11-17 00:00:00,2016-12-22 14:28:00,,Brown Tabby,0.62,19.33,13,9,2.0,1
7325,ANSL_71392,2013-02-18 00:00:00,2016-12-28 15:26:00,0.0,Torbie,0.94,12.43,13,9,1.0,1
7326,ANSL_54101,2016-06-27 00:00:00,2016-10-09 18:49:00,1.0,Orange Tabby,0.71,16.74,0,1,0.0,1
7327,ANSL_61151,2016-11-15 00:00:00,2018-07-03 18:43:00,1.0,Tan,0.83,12.14,0,1,0.0,2
7328,ANSL_60303,2016-11-03 00:00:00,2017-02-04 14:53:00,0.0,White,0.01,47.35,7,1,1.0,1
7329,ANSL_50863,2013-09-23 00:00:00,2017-12-02 09:55:00,1.0,Tan,0.72,22.44,0,7,0.0,2
7330,ANSL_55038,2016-07-17 00:00:00,2016-10-09 16:09:00,1.0,Black,0.85,49.18,0,7,0.0,1
7331,ANSL_60245,2016-10-17 00:00:00,2017-01-29 09:00:00,,Blue Tabby,0.54,9.33,16,9,2.0,1
7332,ANSL_51869,2013-10-17 00:00:00,2018-02-15 13:40:00,0.0,Cream Tabby,0.57,44.59,0,1,1.0,1
7333,ANSL_71982,2016-03-08 00:00:00,2016-09-27 16:30:00,,Brown,0.34,44.59,15,4,2.0,4
7334,ANSL_58198,2017-08-13 00:00:00,2017-09-20 15:11:00,2.0,Blue,0.98,42.46,13,9,0.0,1
7335,ANSL_68795,2014-10-14 00:00:00,2017-04-29 18:09:00,0.0,Black,0.24,36.57,0,7,1.0,2
7336,ANSL_57307,2018-07-16 00:00:00,2018-10-13 15:05:00,1.0,Black,0.88,34.77,0,1,0.0,1
7337,ANSL_52572,2018-06-03 00:00:00,2018-07-03 08:42:00,2.0,Blue Tabby,0.83,22.14,13,9,0.0,1
7338,ANSL_56911,2016-11-09 00:00:00,2017-02-22 16:09:00,0.0,Brown Tabby,0.92,35.8,7,1,1.0,1
7339,ANSL_71971,2016-06-19 00:00:00,2018-07-13 16:39:00,2.0,Tricolor,0.32,49.65,0,7,1.0,2
7340,ANSL_69520,2017-06-12 00:00:00,2017-10-10 15:26:00,1.0,Brown Tabby,0.53,39.54,0,1,0.0,1
7341,ANSL_60387,2011-10-02 00:00:00,2016-10-22 13:42:00,1.0,White,0.94,47.78,0,7,0.0,2
7342,ANSL_74754,2016-07-09 00:00:00,2016-10-03 18:11:00,1.0,Blue Tabby,0.94,22.64,0,1,0.0,1
7343,ANSL_59886,2015-01-21 00:00:00,2017-02-17 12:31:00,1.0,Brown,0.48,8.45,0,1,0.0,2
7344,ANSL_67743,2017-06-06 00:00:00,2018-04-27 18:11:00,2.0,Tan,0.28,44.77,0,7,0.0,2
7345,ANSL_51833,2016-08-15 00:00:00,2018-10-09 11:59:00,0.0,Brown,0.11,10.03,0,1,1.0,4
7346,ANSL_64854,2008-12-03 00:00:00,2016-12-23 17:45:00,0.0,White,0.3,38.7,0,7,1.0,2
7347,ANSL_54372,2012-02-05 00:00:00,2019-02-26 12:47:00,1.0,Brown,0.26,21.14,0,7,0.0,2
7348,ANSL_64014,2010-10-21 00:00:00,2019-01-22 11:15:00,0.0,Blue Merle,0.9,15.56,0,7,1.0,2
7349,ANSL_68093,2009-05-19 00:00:00,2017-08-05 13:07:00,0.0,Cream Tabby,0.14,42.9,13,9,1.0,1
7350,ANSL_65570,2009-03-18 00:00:00,2017-05-08 12:47:00,1.0,Black,0.14,49.78,0,1,0.0,2
7351,ANSL_66455,2014-03-06 00:00:00,2017-03-25 11:55:00,0.0,White,0.59,28.91,0,7,1.0,2
7352,ANSL_55007,2018-02-05 00:00:00,2018-03-11 17:40:00,2.0,Black,0.77,29.88,13,9,1.0,1
7353,ANSL_75804,2015-03-27 00:00:00,2019-04-18 11:52:00,1.0,Brown,0.31,37.58,0,7,0.0,2
7354,ANSL_68758,2018-07-14 00:00:00,2018-11-23 18:10:00,0.0,White,0.85,49.33,7,1,1.0,1
7355,ANSL_52669,2016-05-28 00:00:00,2016-08-20 17:20:00,0.0,Brown,0.56,45.98,0,1,1.0,2
7356,ANSL_71892,2006-10-18 00:00:00,2018-03-03 16:11:00,1.0,White,0.19,24.83,13,9,0.0,2
